0.431500,-1.098300,7.727600,31.970000,32.390000,7.129000,540.000000,720.000000,0.588400,-0.588400,7.139200,31.970000,32.410000,6.445000,600.000000,780.000000,3.530400,-1.137600,8.041500,31.970000,32.470000,6.299000,600.000000,780.000000,2.628200,0.353000,8.276800,31.950000,32.470000,6.396000,570.000000,780.000000,-0.784500,-3.608800,8.708300,31.970000,32.410000,6.152000,570.000000,780.000000,0.509900,-2.196700,8.276800,31.990000,32.410000,6.299000,600.000000,780.000000,2.275100,1.255300,8.198400,31.990000,32.490000,6.738000,600.000000,840.000000,0.000000
3.530400,-1.137600,8.041500,31.970000,32.470000,6.299000,600.000000,780.000000,2.628200,0.353000,8.276800,31.950000,32.470000,6.396000,570.000000,780.000000,-0.784500,-3.608800,8.708300,31.970000,32.410000,6.152000,570.000000,780.000000,0.509900,-2.196700,8.276800,31.990000,32.410000,6.299000,600.000000,780.000000,2.275100,1.255300,8.198400,31.990000,32.490000,6.738000,600.000000,840.000000,0.666900,-0.156900,8.041500,31.970000,32.410000,6.787000,600.000000,780.000000,1.843700,-2.235900,8.316000,31.990000,32.410000,6.592000,600.000000,780.000000,0.000000
-0.784500,-3.608800,8.708300,31.970000,32.410000,6.152000,570.000000,780.000000,0.509900,-2.196700,8.276800,31.990000,32.410000,6.299000,600.000000,780.000000,2.275100,1.255300,8.198400,31.990000,32.490000,6.738000,600.000000,840.000000,0.666900,-0.156900,8.041500,31.970000,32.410000,6.787000,600.000000,780.000000,1.843700,-2.235900,8.316000,31.990000,32.410000,6.592000,600.000000,780.000000,2.981200,-0.902200,8.002200,31.990000,32.490000,7.031000,570.000000,780.000000,-0.196100,-0.745300,7.766900,31.970000,32.410000,6.396000,570.000000,810.000000,0.000000
2.275100,1.255300,8.198400,31.990000,32.490000,6.738000,600.000000,840.000000,0.666900,-0.156900,8.041500,31.970000,32.410000,6.787000,600.000000,780.000000,1.843700,-2.235900,8.316000,31.990000,32.410000,6.592000,600.000000,780.000000,2.981200,-0.902200,8.002200,31.990000,32.490000,7.031000,570.000000,780.000000,-0.196100,-0.745300,7.766900,31.970000,32.410000,6.396000,570.000000,810.000000,2.196700,1.686700,8.433700,31.970000,32.450000,6.641000,600.000000,810.000000,1.922100,-2.000600,7.727600,32.010000,32.470000,6.689000,600.000000,780.000000,0.000000
1.843700,-2.235900,8.316000,31.990000,32.410000,6.592000,600.000000,780.000000,2.981200,-0.902200,8.002200,31.990000,32.490000,7.031000,570.000000,780.000000,-0.196100,-0.745300,7.766900,31.970000,32.410000,6.396000,570.000000,810.000000,2.196700,1.686700,8.433700,31.970000,32.450000,6.641000,600.000000,810.000000,1.922100,-2.000600,7.727600,32.010000,32.470000,6.689000,600.000000,780.000000,3.569600,-0.666900,8.904400,32.010000,32.470000,6.934000,600.000000,780.000000,-1.765200,-0.078500,7.570700,31.990000,32.410000,6.885000,600.000000,840.000000,0.000000
-0.196100,-0.745300,7.766900,31.970000,32.410000,6.396000,570.000000,810.000000,2.196700,1.686700,8.433700,31.970000,32.450000,6.641000,600.000000,810.000000,1.922100,-2.000600,7.727600,32.010000,32.470000,6.689000,600.000000,780.000000,3.569600,-0.666900,8.904400,32.010000,32.470000,6.934000,600.000000,780.000000,-1.765200,-0.078500,7.570700,31.990000,32.410000,6.885000,600.000000,840.000000,-9.375200,-7.727600,7.296100,31.990000,32.470000,6.885000,600.000000,780.000000,1.019900,-0.549200,7.845300,31.970000,32.490000,6.641000,600.000000,840.000000,0.000000
1.922100,-2.000600,7.727600,32.010000,32.470000,6.689000,600.000000,780.000000,3.569600,-0.666900,8.904400,32.010000,32.470000,6.934000,600.000000,780.000000,-1.765200,-0.078500,7.570700,31.990000,32.410000,6.885000,600.000000,840.000000,-9.375200,-7.727600,7.296100,31.990000,32.470000,6.885000,600.000000,780.000000,1.019900,-0.549200,7.845300,31.970000,32.490000,6.641000,600.000000,840.000000,2.039800,-1.451400,7.139200,31.970000,32.550000,5.908000,600.000000,780.000000,1.333700,-5.295600,7.649200,32.010000,32.530000,6.543000,600.000000,840.000000,0.000000
-1.765200,-0.078500,7.570700,31.990000,32.410000,6.885000,600.000000,840.000000,-9.375200,-7.727600,7.296100,31.990000,32.470000,6.885000,600.000000,780.000000,1.019900,-0.549200,7.845300,31.970000,32.490000,6.641000,600.000000,840.000000,2.039800,-1.451400,7.139200,31.970000,32.550000,5.908000,600.000000,780.000000,1.333700,-5.295600,7.649200,32.010000,32.530000,6.543000,600.000000,840.000000,4.314900,-3.451900,8.629900,31.970000,32.450000,6.250000,600.000000,780.000000,0.353000,1.176800,8.080700,32.010000,32.490000,6.201000,600.000000,780.000000,0.000000
1.019900,-0.549200,7.845300,31.970000,32.490000,6.641000,600.000000,840.000000,2.039800,-1.451400,7.139200,31.970000,32.550000,5.908000,600.000000,780.000000,1.333700,-5.295600,7.649200,32.010000,32.530000,6.543000,600.000000,840.000000,4.314900,-3.451900,8.629900,31.970000,32.450000,6.250000,600.000000,780.000000,0.353000,1.176800,8.080700,32.010000,32.490000,6.201000,600.000000,780.000000,0.706100,0.902200,7.963000,32.010000,32.590000,6.787000,600.000000,840.000000,1.176800,-0.588400,8.080700,31.990000,32.490000,6.396000,600.000000,780.000000,0.000000
1.333700,-5.295600,7.649200,32.010000,32.530000,6.543000,600.000000,840.000000,4.314900,-3.451900,8.629900,31.970000,32.450000,6.250000,600.000000,780.000000,0.353000,1.176800,8.080700,32.010000,32.490000,6.201000,600.000000,780.000000,0.706100,0.902200,7.963000,32.010000,32.590000,6.787000,600.000000,840.000000,1.176800,-0.588400,8.080700,31.990000,32.490000,6.396000,600.000000,780.000000,-0.823800,-0.863000,7.413800,31.990000,32.410000,6.152000,600.000000,840.000000,2.353600,-1.137600,8.316000,32.010000,32.410000,6.689000,600.000000,780.000000,0.000000
